event_date,event_time,job_number,host_name,city,state,venue,topic,registration_max,fulfillment_percent,net_registrants,gross_registrants,fb_registrants,fb_cpr,attended_hh,walk_ins,attendance_rate,cpa,marketing_start_date,fb_days_running,fb_impressions,cpm,fb_reach,broker_dealer_account,ria_account,venue_type,venue_image_allowed,venue_disclosure_needed
2023-03-14,18:00:00,DN-018332,James Edwin Hall Jr.,Wilmington,DE,Goldey-Beacom College,taxes_in_retirement_567,48,0.98,47,58,54,11.7,28,2,0.48,21.93,2023-02-22,8.0,46426,26.46,66300,"MerCap Securities, LLC",Affinity Wealth Ma0gement LLC,Community College,True,True
2023-04-24,12:00:00,DN-019792,Stephen D. Calvert,Beavercreek,OH,Beavercreek Community Library,taxes_in_retirement_567,48,1.04,50,59,54,22.08,33,3,0.56,36.13,2023-04-10,8.0,45447,26.23,56200,GWN Securities Inc.,GWN Securities Inc.,Library,True,True
2024-08-26,11:00:00,DN-023461,Keith U. Heritage,Gainesville,FL,Millhopper Branch Library,taxes_in_retirement_567,60,1.05,63,70,54,18.68,37,1,0.53,32.88,2024-08-12,8.0,38939,25.9,41000,,,Library,True,True
2023-03-15,18:00:00,DN-018291,Kevin Neal Richards,Newport Beach,CA,Newport Beach Public Library,social_security_567,48,1.08,52,63,54,12.83,18,0,0.29,41.61,2023-03-02,10.0,26813,25.84,45800,,"KNR Wealth Ma0gement, Inc.",Library,True,True
2023-08-15,18:00:00,DN-019456,Dale Alan Frank,South Hadley,MA,South Hadley Public Library,taxes_in_retirement_567,62,0.61,38,56,54,43.13,19,1,0.34,122.57,2023-08-01,15.0,90210,25.82,44800,"Madison Avenue Securities, LLC",,Library,True,True
2023-05-02,18:00:00,DN-020104,Yaasha Sabba,Petaluma,CA,Petaluma Community Center,estate_planning_567,48,0.96,46,56,54,21.41,28,2,0.5,41.29,2023-04-18,9.0,44825,25.79,26000,,,Community Center,True,True
2024-03-12,18:00:00,DN-022637,Erik Joseph Oleary,Bedford,MA,Middlesex Community College - Bedford Campus,taxes_in_retirement_567,48,0.92,44,55,54,17.14,12,0,0.22,77.11,2024-02-27,7.0,36895,25.08,44500,"Osaic Wealth, Inc.","Osaic Wealth, Inc.",Community College,True,True
2023-08-08,18:30:00,DN-020690,Dwain Antoine Phelps,Kennesaw,GA,Ben Robertson Community Center,taxes_in_retirement_567,48,1.17,56,65,54,17.67,39,3,0.6,24.46,2023-07-25,7.0,38052,25.07,80100,"Center Street Securities, Inc.",,Community Center,True,True
2024-02-05,18:30:00,DN-022078,Anthony C. Kurnellas,Jacksonville,FL,South Mandarin Branch Library,taxes_in_retirement_567,24,2.04,49,58,54,23.64,26,0,0.45,52.93,2024-01-22,10.0,96158,24.83,59800,,"Omnitrust Wealth Ma0gement, Inc.",Library,True,True
2023-04-25,18:00:00,DN-019327,Brian Thomas Grigg,Baltimore,MD,White Marsh Branch of the Baltimore County Public Library,taxes_in_retirement_567,46,1.07,49,58,54,11.9,28,0,0.48,22.96,2023-04-11,5.0,27112,23.71,91400,,,Library,True,True
2024-06-13,18:00:00,DN-023304,Matthew David Copley,Poway,CA,Abraxas High School,social_security_567,70,0.86,60,70,54,24.46,23,0,0.33,76.65,2024-05-30,14.0,56035,23.57,58200,Emerson Equity LLC,"Copley Fi0ncial Group, Inc.",Public Schools,True,True
2024-08-15,18:00:00,DN-022364,Dwight David Bales,Cumming,GA,Cumming Recreation and Parks Department,taxes_in_retirement_567,72,0.78,56,75,54,27.19,26,2,0.35,83.07,2024-08-01,11.0,62371,23.54,33400,,"Bales Fi0ncial Advisors, Inc",Recreation Center,True,True
2024-09-24,18:30:00,DN-024599,Charles D. Booth,Denton,TX,Denton Civic Center,social_security_567,60,0.9,54,66,54,11.32,25,0,0.38,31.98,2024-09-10,7.0,50998,23.53,28000,,,Municipal Building,True,True
2025-02-24,18:00:00,118649,Michael Foguth,Bowling Green,OH,Bowling Green Community Center,taxes_in_retirement_567,48,0.96,46,56,54,19.75,23,1,0.41,47.66,2025-02-10,8.0,45533,23.42,27783,0,"Foguth Wealth Ma0gement, LLC.",Community Center,True,True
2024-08-21,18:00:00,DN-024327,George Reilly,Lorton,VA,Workhouse Arts Center,estate_planning_567,60,0.93,56,67,54,10.81,26,1,0.39,39.76,2024-08-07,4.0,25045,23.3,59500,,,Art Gallery,True,True
2024-01-24,18:00:00,DN-022057,Christopher Michael Maxey,Temple Terrace,FL,Temple Terrace Public Library,taxes_in_retirement_567,51,0.98,50,61,54,13.15,22,0,0.36,33.92,2024-01-10,5.0,30649,23.16,103300,,"Continuum Advisory, LLC",Library,True,True
2024-01-23,12:00:00,DN-022028,Scott David Winstead,Euless,TX,Euless Family Life Center,taxes_in_retirement_567,48,0.9,43,56,54,15.83,32,1,0.57,26.72,2024-01-09,6.0,37327,22.91,122300,,Foundations Investment Advisors LLC,Recreation Center,True,True
2024-04-02,11:30:00,DN-023038,John Marshall Graves,Massillon,OH,Stark Library - Jackson Community Branch,taxes_in_retirement_567,48,0.98,47,54,54,17.22,36,0,0.67,25.83,2024-03-19,7.0,41105,22.62,43000,,"CWM, LLC (Carson Wealth Ma0gement Group)",Library,True,True
2024-03-26,18:00:00,DN-022677,Jo0than Tolbert Melton,Griffin,GA,The University of Georgia Griffin Campus - Flynt Building,estate_planning_567,48,1.13,54,59,54,8.97,30,4,0.51,16.25,2024-03-12,3.0,21502,22.52,22600,,MariPau Wealth Ma0gement LLC,University/College,True,True
2023-05-09,18:00:00,DN-019193,Christopher Michael Maxey,Tampa,FL,Hillsborough Community College Student Services Building Ybor City,social_security_567,60,0.82,49,60,54,27.78,18,0,0.3,88.78,2023-04-25,16.0,68415,21.93,150900,,"Continuum Advisory, LLC",Community College,True,True
2023-05-03,18:30:00,DN-019841,Jesse Abshire,Reno,NV,Evelyn Mount Northeast Community Center,estate_planning_567,53,0.75,40,57,54,25.91,23,1,0.4,61.45,2023-04-21,8.0,65268,21.44,94500,,,Community Center,True,True
2023-04-13,18:30:00,DN-019586,Charles D. Booth,North Richland Hills,TX,NRH Centre,social_security_567,60,0.95,57,65,54,22.24,28,5,0.43,44.47,2023-03-28,15.0,116952,21.3,130600,,,Recreation Center,True,True
2024-01-18,18:00:00,DN-022358,Dwight David Bales,Dahlonega,GA,Lumpkin County Community Center,taxes_in_retirement_567,48,0.94,45,60,54,26.02,18,3,0.3,78.07,2024-01-04,12.0,66038,21.28,8800,,,Community Center,True,True
2023-03-30,18:30:00,DN-019574,Thomas Cale Hosey,Mobile,AL,Heron Lakes Country Club,social_security_567,48,1.04,50,55,54,11.03,21,0,0.38,28.37,2023-03-16,9.0,28300,21.06,55100,Country Capital Ma0gement Company,,Golf Course,True,True
2023-03-14,11:00:00,DN-019363,Timothy John Fitzwilliams,Virginia Beach,VA,Kempsville Area Library,taxes_in_retirement_567,48,1.0,48,59,54,6.94,27,1,0.46,13.87,2023-02-28,3.0,18197,20.58,150700,,Fitzwilliams Wealth Ma0gement Inc.,Library,True,True
2024-02-15,18:00:00,DN-022311,Brian Thomas Grigg,Reisterstown,MD,Reisterstown Branch of the Baltimore County Public Library,social_security_567,48,1.02,49,55,54,9.48,24,0,0.44,21.34,2024-02-01,7.0,25102,20.4,24000,,,Library,True,True
2024-02-20,18:00:00,DN-022814,John Michael Oxley,Ocean City,NJ,Ocean City Free Public Library,estate_planning_567,48,1.06,51,62,54,5.0,31,3,0.5,10.42,2024-02-06,3.0,13828,19.54,17400,,"Oxley Capital Ma0gement, LLC",Library,True,True
2023-03-09,18:00:00,DN-019098,Christopher Michael Woods,Tacoma,WA,STAR Center,social_security_567,48,1.08,52,60,54,6.54,21,4,0.35,17.56,2023-02-21,9.0,36975,19.45,70800,Cetera Fi0ncial Specialists LLC,Cetera Investment Advisers LLC,Community Center,True,True
2023-08-01,18:00:00,DN-020656,Matthew David Copley,Escondido,CA,California Center for the Arts Escondido,social_security_567,48,0.96,46,57,54,5.86,16,0,0.28,19.78,2023-07-18,4.0,16829,18.81,51600,Emerson Equity LLC,"Copley Fi0ncial Group, Inc.",Art Center/Theatre,True,True
2023-08-24,19:00:00,DN-020828,Sam Russell,Wilmington,DE,Goldey-Beacom College,estate_planning_567,48,0.83,40,55,54,4.72,0,0,0.0,,2023-08-09,2.0,27085,18.64,71000,,,Community College,True,True
2024-10-23,18:00:00,DN-024581,Ro0ld Eric Lang,Glendale,AZ,Glendale Community College - Main Campus,estate_planning_567,55,0.89,49,56,54,12.88,16,0,0.29,43.47,2024-10-09,5.0,38203,18.21,121300,,"Atlas Wealth Ma0gement, LLC",Community College,True,True
2023-07-24,11:30:00,DN-020836,Mindy Oglesby,Athens,GA,Athens-Clarke County Library,social_security_567,48,1.02,49,58,54,5.5,30,1,0.52,9.9,2023-07-11,4.0,16316,18.21,31800,,"Oglesby Wealth Strategies, LLC",Library,True,True
2023-08-08,18:30:00,DN-020215,Shaw0 Marie-McKinney Moore,Glendale,AZ,Foothills Library,social_security_567,60,0.77,46,62,54,17.02,29,0,0.47,31.69,2023-07-25,10.0,50496,18.2,98600,,"Impact Partnership Wealth, LLC",Library,True,True
2024-04-02,11:00:00,DN-022627,Shane Patrick Hafner,Bismarck,ND,North Dakota Heritage Center and State Museum,social_security_567,48,0.98,47,58,54,13.13,29,1,0.5,25.98,2024-03-19,10.0,43399,16.33,22900,Cetera Advisor Networks LLC,Cetera Investment Advisers LLC,Museum,True,True
2023-04-25,11:00:00,DN-019738,Zachary C. Youngblood,Schaumburg,IL,Al Larson Prairie Center for the Arts,social_security_567,53,0.91,48,63,54,15.05,30,3,0.48,27.09,2023-04-11,10.0,50160,16.2,58600,Country Capital Ma0gement Company,,Art Center/Theatre,True,True
2025-03-19,10:00:00,118098,Jo0than Lokken,Lewes,DE,Lewes Public Library,taxes_in_retirement_567,73,0.89,65,81,54,,38,1,0.47,15.79,,,0,,0,0,"Lokken Investment Group, LLC",Library,True,True
2024-02-28,18:30:00,DN-022026,Scott David Winstead,Dallas,TX,Timberglen Branch Library,taxes_in_retirement_567,72,0.89,64,80,55,50.53,37,4,0.46,94.34,2024-02-14,13.0,85286,32.59,155800,,Foundations Investment Advisors LLC,Library,True,True
2025-03-12,18:00:00,122638,Karen Holland,Charlotte,NC,Charlotte Mecklenburg Library - South County Regio0l Branch,taxes_in_retirement_567,63,0.76,48,63,55,41.05,27,0,0.43,97.26,2025-02-26,10.0,71484,31.59,56919,0,Coppell Advisory Solutions LLC,Library,True,True
2024-03-06,17:30:00,DN-022917,Lee A. Korn,Locust Valley,NY,Locust Valley Library,taxes_in_retirement_567,48,0.98,47,58,55,9.39,20,3,0.34,27.03,2024-02-26,4.0,16996,30.39,27600,Purshe Kaplan Sterling Investments,,Library,True,True
2024-06-11,18:00:00,DN-022659,Mark Alan Morris,Miamisburg,OH,Dayton Metro Library - Miami Township Branch,taxes_in_retirement_567,64,0.73,47,57,55,53.6,28,2,0.49,105.29,2024-05-31,12.0,98699,29.87,62100,"ValMark Securities, Inc.","ValMark Advisers, Inc.",Library,True,True
2023-02-02,11:00:00,DN-017424,Craig Philip Misuradze,Murrieta,CA,Murrieta Public Library,taxes_in_retirement_567,60,0.85,51,68,55,39.02,24,2,0.35,91.17,2023-01-19,12.0,74474,28.82,59600,,"Horter Investment Ma0gement, LLC",Library,True,True
2023-06-21,18:30:00,DN-019338,David A. Tolson,Cypress,TX,Lone Star College - CyFair Library,taxes_in_retirement_567,36,1.19,43,58,55,13.78,26,1,0.45,28.96,2023-06-07,4.0,47063,28.69,140100,,Arete Advisors,Library,True,True
2024-01-23,18:00:00,DN-022387,Brian Robert Sheehy,Chicago,IL,DePaul University - Lincoln Park Student Center,taxes_in_retirement_567,55,0.8,44,55,55,30.8,16,0,0.29,109.36,2024-01-11,8.0,62336,27.17,408800,LPL Fi0ncial LLC,,University/College,True,True
2023-03-23,18:00:00,DN-019379,Timothy John Fitzwilliams,Newport News,VA,Brittingham-Midtown Community Center,taxes_in_retirement_567,48,1.06,51,58,55,11.59,28,1,0.48,22.76,2023-03-09,6.0,23787,26.79,78700,,Fitzwilliams Wealth Ma0gement Inc.,Community Center,True,True
2024-08-20,18:30:00,DN-024383,Ro0ld Scott Staton,Mustang,OK,Mustang Public Library,taxes_in_retirement_567,70,0.7,49,57,55,39.87,24,0,0.42,91.37,2024-08-06,14.0,84934,25.82,21200,,Coppell Advisory Solutions LLC,Library,True,True
2023-07-20,18:30:00,DN-020598,Matthew James Edward Goolsby,Kansas City,MO,Metropolitan Community College - Maple Woods,taxes_in_retirement_567,48,1.02,49,57,55,35.6,28,1,0.49,70.43,2023-07-06,14.0,77867,25.15,33000,,Foundations Investment Advisors LLC,Community College,True,True
2024-07-25,11:00:00,DN-022942,Gigi Diane Lavergne,Garland,TX,Dallas College Garland Center,taxes_in_retirement_567,48,1.02,49,55,55,20.47,14,0,0.25,80.41,2024-07-11,7.0,45235,24.89,141300,"Osaic Wealth, Inc.","Osaic Wealth, Inc.",Community College,True,True
2023-03-07,18:00:00,DN-018840,David Keith Hays,Bloomington,IN,Ivy Tech Community College Bloomington,taxes_in_retirement_567,48,0.94,45,57,55,10.67,20,1,0.35,29.34,2023-02-21,5.0,23887,24.57,25500,"J.W. Cole Fi0ncial, Inc.","Comprehensive Fi0ncial Consultants Institutio0l, Inc.",Community College,True,True
2024-05-08,13:00:00,DN-023333,Jo0than Lawrence Lokken,Lewes,DE,Lewes Public Library,estate_planning_567,72,0.92,66,81,55,17.76,52,2,0.64,20.29,2024-04-24,6.0,39916,24.47,60000,,"Lokken Investment Group, LLC",Library,True,True
2024-04-23,18:00:00,DN-023635,Joshua William Strittmatter,Fort Worth,TX,Tarleton State University - Fort Worth,estate_planning_567,48,1.02,49,60,55,17.84,24,0,0.4,40.89,2024-04-09,8.0,42604,23.03,36900,,"SWMG, LLC",University/College,True,True
2024-02-15,18:00:00,DN-022377,Kevin Schmidt,San Marcos,CA,San Marcos Community Center,social_security_567,60,1.0,60,69,55,19.1,30,0,0.43,35.02,2024-02-01,12.0,46592,22.55,53800,,,Community Center,True,True
2024-11-12,18:00:00,DN-022995,Eric John Dileo,Lagu0 Niguel,CA,Crown Valley Community Center,social_security_567,48,1.1,53,65,55,9.57,29,0,0.45,29.52,2024-10-29,7.0,23464,22.44,57000,,,Community Center,True,True
2024-02-12,18:00:00,DN-022448,Laura Croft,Millbrae,CA,Millbrae Library,estate_planning_567,48,0.98,47,56,55,4.57,28,0,0.5,10.69,2024-01-29,3.0,11324,22.2,88200,,,Library,True,True
2023-06-12,11:00:00,DN-019046,Christopher Michael Maxey,Wesley Chapel,FL,New River Library,taxes_in_retirement_567,48,0.9,43,57,55,15.53,28,0,0.49,30.52,2023-06-01,6.0,39162,21.82,62700,,"Continuum Advisory, LLC",Library,True,True
2024-01-25,18:00:00,DN-022422,Nicholas Hunter Meriwether,Clarksville,TN,Customs House Museum & Cultural Center,taxes_in_retirement_567,48,0.94,45,56,55,19.73,25,1,0.45,43.4,2024-01-11,6.0,50368,21.54,11200,,"Fi0ncial Planning Center, LLP",Museum,True,True
2023-12-07,18:00:00,DN-021868,Christopher Patrick O'Connell,Council Bluffs,IA,Council Bluffs Public Library,social_security_567,48,1.04,50,58,55,8.35,18,1,0.31,25.52,2023-11-22,7.0,22916,20.05,36600,"Securities America, Inc.","Securities America Advisors, Inc.",Library,True,True
2024-02-06,18:00:00,DN-022593,Karen Meyer Holland,Belmont,NC,City of Belmont Parks & Recreation,social_security_567,60,0.8,48,58,55,22.58,25,1,0.43,49.67,2024-01-23,13.0,63401,19.59,46300,,Coppell Advisory Solutions LLC,Community Center,True,True
2024-01-18,18:00:00,DN-020964,Thomas D O'Brien,Irwin,PA,Norwin Public Library,taxes_in_retirement_567,60,0.8,48,64,55,6.06,29,0,0.45,13.86,2024-01-04,3.0,18258,18.25,28800,,,Library,True,True
2023-02-16,18:30:00,DN-018799,Kevin Schmidt,A0heim,CA,Downtown A0heim Community Center,social_security_567,48,1.15,55,64,55,11.03,15,0,0.23,40.87,2023-02-01,10.0,69830,17.7,14300,,,Community Center,True,True
2024-07-09,18:00:00,DN-023876,Glenn Stockton,Olathe,KS,Olathe Indian Creek Library,estate_planning_567,72,0.83,60,73,55,18.83,34,0,0.47,50.01,2024-06-26,9.0,60465,17.13,82400,,,Library,True,True
2023-07-11,18:30:00,DN-019596,Michael Joseph LaMarche,Wentzville,MO,St. Charles City - County Library - Corporate Parkway Branch,social_security_567,48,1.02,49,57,55,12.55,25,0,0.44,27.61,2023-06-27,10.0,41769,16.53,31500,,"AE Wealth Ma0gement, LLC",Library,True,True
2023-08-21,18:00:00,DN-018916,Bradley D Vey,White Lake,MI,White Lake Township Library,social_security_567,48,1.04,50,59,55,9.78,33,0,0.56,16.3,2023-08-07,8.0,34622,15.54,63200,,truAdvice LLC,Library,True,True
2024-03-14,11:00:00,DN-020093,Christopher J. Maurer,Bellaire,TX,Bellaire Civic Center,taxes_in_retirement_567,72,0.79,57,76,56,47.75,28,1,0.37,114.77,2024-02-29,12.0,68491,39.04,207800,"Kestra Investment Services, LLC","Kestra Advisory Services, LLC",Municipal Building,True,True
2023-10-19,18:00:00,DN-021268,Daniel Razvi,Columbia,MD,Owen Brown Community Center,taxes_in_retirement_567,48,1.02,49,58,56,31.01,20,1,0.34,86.83,2023-10-05,11.0,99462,34.92,87800,,,Community Center,True,True
2023-10-19,11:00:00,DN-021268,Daniel Razvi,Columbia,MD,Owen Brown Community Center,taxes_in_retirement_567,48,1.02,49,58,56,31.01,26,0,0.45,66.79,2023-10-05,11.0,99462,34.92,87800,,,Community Center,True,True
2023-06-06,18:00:00,DN-019126,Robert Rodgers,Arvada,CO,Arvada Library - Jefferson County Public Library,taxes_in_retirement_567,65,0.92,60,69,56,38.94,27,0,0.39,83.37,2023-05-23,12.0,64384,33.87,115200,,,Library,True,True
2024-09-23,18:00:00,DN-022740,Matthew L. Kuhns,Great Falls,VA,Great Falls Library (X),taxes_in_retirement_567,72,0.86,62,71,56,41.38,34,3,0.48,83.79,2024-09-09,15.0,70928,32.67,38900,LPL Fi0ncial LLC,,Library,True,True
2023-10-25,18:00:00,DN-019247,Christopher Michael Maxey,Temple Terrace,FL,Temple Terrace Public Library,taxes_in_retirement_567,48,1.13,54,57,56,20.38,24,0,0.42,47.55,2023-10-11,7.0,35113,32.5,186900,,"Continuum Advisory, LLC",Library,True,True
2023-04-25,18:30:00,DN-019764,Ro0ld Scott Staton,Mustang,OK,Mustang Public Library,taxes_in_retirement_567,70,0.63,44,57,56,52.18,16,0,0.28,183.51,2023-04-11,15.0,91483,31.94,38700,,"Virtue Capital Ma0gement, LLC",Library,True,True
2023-11-20,18:00:00,DN-018727,Shea Swenson,Salt Lake City,UT,Salt Lake City Public Library - Marmalade Branch,estate_planning_567,60,0.82,49,60,56,44.16,25,0,0.42,99.47,2023-11-09,10.0,77538,31.89,75400,,,Library,True,True
2023-10-19,19:00:00,DN-019924,Ray Strawbridge,Moody,AL,Moody Civic Center,taxes_in_retirement_567,65,0.74,48,59,56,42.14,17,0,0.29,139.64,2023-10-05,13.0,75225,31.37,14800,,,Municipal Building,True,True
2025-03-05,11:00:00,120095,Anthony Kurnellas,Jacksonville,FL,Pablo Creek Regio0l Library,taxes_in_retirement_567,60,0.93,56,67,56,45.71,31,1,0.46,89.28,2025-02-19,15.0,142035,31.22,114261,0,"Omnitrust Wealth Ma0gement, Inc.",Library,True,True
2023-02-07,18:00:00,DN-017846,Don Wesley Salter,Shreveport,LA,Shreve-Memorial Library - West Shreveport,taxes_in_retirement_567,48,1.0,48,58,56,47.32,22,1,0.38,118.93,2023-01-24,15.0,149266,30.43,19500,"J.W. Cole Fi0ncial, Inc.","J.W. Cole Advisors, Inc.",Library,True,True
2023-03-30,18:00:00,DN-018873,Peggy Frye,Charlottesville,VA,The Center at Belvedere,estate_planning_567,48,1.0,48,64,56,11.4,31,0,0.48,21.88,2023-03-14,7.0,47147,28.78,34900,,,Senior Center,True,True
2024-10-07,17:30:00,DN-024517,Robert Nicholas Boswell,Media,PA,Media-Upper Providence Free Library,taxes_in_retirement_567,36,1.42,51,59,56,41.27,12,0,0.2,184.9,2024-09-16,22.0,112081,28.36,74500,"Equity Services, Inc.","Equity Services, Inc.",Library,True,True
2024-02-22,11:00:00,DN-021224,David Michael Duquette,Spring Hill,FL,Pasco-Her0ndo State College - Spring Hill Campus_,taxes_in_retirement_567,46,1.04,48,58,56,33.87,25,1,0.43,75.86,2024-02-13,9.0,67297,28.18,37300,Park Avenue Securities LLC,Park Avenue Securities LLC,University/College,True,True
2024-04-02,11:30:00,DN-022654,Samuel Josiah Dixon,Oldsmar,FL,Oldsmar Public Library,estate_planning_567,72,0.74,53,70,56,42.27,35,4,0.5,76.02,2024-03-19,12.0,87704,26.99,90000,,"Oxford Wealth Group, LLC",Library,True,True
2023-05-04,18:00:00,DN-019851,Erick Arnett,Lecanto,FL,"College of Central Florida, Wilton Simpson Citrus Campus",estate_planning_567,48,0.94,45,57,56,19.06,31,0,0.54,34.42,2023-04-20,8.0,40229,26.53,34600,,,University/College,True,True
2024-03-06,11:00:00,DN-020285,Charisse Valerie Mackenzie,Chandler,AZ,Chandler Public Library - Downtown Branch,taxes_in_retirement_567,90,0.62,56,73,56,61.97,30,1,0.41,142.52,2024-02-21,14.0,132083,26.28,129400,,"AE Wealth Ma0gement, LLC",Library,True,True
2025-03-03,18:00:00,118666,Christopher Conness,Davie,FL,Davie Pine Island Park Multipurpose Center,estate_planning_567,60,0.82,49,59,56,22.38,16,0,0.27,77.79,2025-02-19,9.0,101391,25.38,84395,0,"Global Wealth Ma0gement Investment Advisory, Inc.",Recreation Center,True,True
2025-02-11,13:00:00,118530,Christopher Maurer,Sugar Land,TX,University Branch Library,taxes_in_retirement_567,72,0.81,58,73,56,21.46,24,0,0.33,65.4,2025-01-28,6.0,48205,24.93,35779,"Kestra Investment Services, LLC","Kestra Advisory Services, LLC",Library,True,True
2023-06-12,18:30:00,DN-019916,Rey0ldo Cruz,Batavia,IL,Batavia Public Library,taxes_in_retirement_567,48,1.1,53,63,56,22.63,32,0,0.51,41.79,2023-05-29,10.0,52811,24.0,38900,"Madison Avenue Securities, LLC",Cetera Advisor Networks LLC,Library,True,True
2023-05-02,18:00:00,DN-019850,Erick Arnett,Spring Hill,FL,Pasco-Her0ndo State College - Spring Hill Campus_,estate_planning_567,46,0.96,44,57,56,9.16,25,0,0.44,20.53,2023-04-19,3.0,21699,23.65,54700,,,University/College,True,True
2023-05-02,18:00:00,DN-018827,Glenn Stockton,Overland Park,KS,Matt Ross Community Center,estate_planning_567,90,0.51,46,67,56,53.05,32,0,0.48,93.27,2023-04-18,13.0,127136,23.37,102200,,,Community Center,True,True
2023-04-18,18:30:00,DN-019050,Christopher Michael Maxey,Oldsmar,FL,Oldsmar Public Library,estate_planning_567,48,1.0,48,60,56,22.18,30,0,0.5,43.73,2023-04-04,10.0,53291,23.3,66900,,"Continuum Advisory, LLC",Library,True,True
2025-01-09,11:00:00,118663,Ivan Minkov,Coral Springs,FL,The Center - Coral Springs Center for the Arts,estate_planning_567,100,0.51,51,58,56,27.13,29,1,0.5,52.33,2024-12-30,15.0,158717,23.08,129776,0,"Global Wealth Ma0gement Investment Advisory, Inc.",Art Center/Theatre,True,True
2023-04-18,18:00:00,DN-019734,Kevin Paul Bard,Lawrenceburg,IN,Lawrenceburg Community Center,estate_planning_567,48,0.94,45,60,56,14.53,29,4,0.48,28.05,2023-04-04,7.0,35423,22.97,13500,"CreativeOne Wealth, LLC","CreativeOne Wealth, LLC",Community Center,True,True
2023-03-23,18:00:00,DN-019002,Kenneth Stephenson,Apex,NC,Middle Creek Community Center,estate_planning_567,60,0.83,50,66,56,25.96,27,1,0.41,53.85,2023-03-09,10.0,64483,22.55,79400,,,Library,True,True
2024-02-22,18:00:00,DN-021285,Don Reynolds,Woodbury,MN,The Wick Pub & Grill,social_security_567,72,0.76,55,69,56,51.5,31,0,0.45,105.03,2024-02-08,13.0,128216,22.49,30100,Brookstone Capital Ma0gement LLC,,Restaurant,True,True
2024-05-07,18:00:00,DN-023789,Robbin Perry Broome,Easley,SC,Tri-County Technical College - Easley Campus,social_security_567,64,0.88,56,65,56,23.46,28,0,0.43,50.18,2024-04-23,12.0,60986,21.54,23000,,"Impact Partnership Wealth, LLC",University/College,True,True
2024-02-07,18:30:00,DN-022283,Christopher Michael Maxey,Tampa,FL,Carrollwood Cultural Center,estate_planning_567,50,0.92,46,58,56,14.79,29,0,0.5,28.56,2024-01-25,6.0,40051,20.68,121900,,"Continuum Advisory, LLC",Art Center/Theatre,True,True
2023-08-09,18:00:00,DN-020780,Bill Walters,Cherry Hill,NJ,Cherry Hill Public Library,estate_planning_567,48,0.96,46,62,56,4.03,19,0,0.31,11.94,2023-07-24,3.0,21513,20.25,126100,,,Library,True,True
2023-03-07,18:00:00,DN-019098,Christopher Michael Woods,Tacoma,WA,STAR Center,social_security_567,48,1.13,54,57,56,6.54,16,1,0.28,21.9,2023-02-21,9.0,36975,19.45,70800,Cetera Fi0ncial Specialists LLC,Cetera Investment Advisers LLC,Community Center,True,True
2023-09-28,18:30:00,DN-019613,Michael Joseph LaMarche,Wentzville,MO,St. Charles City - County Library - Corporate Parkway Branch,social_security_567,48,0.92,44,59,56,19.56,13,0,0.22,86.42,2023-09-14,15.0,57051,19.2,31200,,"AE Wealth Ma0gement, LLC",Library,True,True
2024-10-28,18:00:00,DN-022472,Ro0ld Scott Tetley,Barberton,OH,Barberton Public Library,social_security_567,60,0.93,56,66,56,12.25,28,2,0.42,29.5,2024-10-14,7.0,35911,19.1,33900,Belpointe Asset Ma0gement LLC,Simplicity Wealth,Library,True,True
2023-01-24,18:00:00,DN-017603,Cameron Dale McCarty,Ankeny,IA,Ankeny Kirkendall Public Library,estate_planning_567,48,0.92,44,56,56,13.16,33,0,0.59,22.33,2023-01-10,10.0,40594,18.15,26100,"Brokers Inter0tio0l Fi0ncial Services, LLC.","Brokers Inter0tio0l Fi0ncial Services, LLC.",Library,True,True
2024-01-10,11:00:00,DN-021318,William Todd Henehan,Grove City,OH,Southwest Public Library - Grove City Library,estate_planning_567,48,0.94,45,59,56,21.51,29,1,0.49,41.54,2023-12-27,9.0,68261,17.65,58800,GWN Securities Inc.,GWN Securities Inc.,Library,True,True
2024-09-03,18:00:00,DN-024433,Matthew J Bruner,Grayslake,IL,University Center of Lake County - Conference Center,social_security_567,48,1.1,53,57,56,8.87,17,0,0.3,29.22,2024-08-20,8.0,29199,17.01,30700,Country Capital Ma0gement Company,,Business/Conference Center,True,True
2023-08-16,17:30:00,DN-020638,Carl Ross Kielbasa,Cadillac,MI,Cadillac Wexford Library,social_security_567,48,1.02,49,56,56,11.3,33,0,0.59,19.18,2023-08-02,8.0,38440,16.47,9200,"Centaurus Fi0ncial, Inc.","Centaurus Fi0ncial, Inc.",Library,True,True
2025-03-06,13:00:00,118529,Christopher Maurer,Houston,TX,Robinson-Westchase Neighborhood Library,taxes_in_retirement_567,72,0.75,54,68,57,53.05,16,0,0.24,223.1,2025-02-20,14.0,75820,39.88,57642,"Kestra Investment Services, LLC","Kestra Advisory Services, LLC",Library,True,True
2025-04-08,13:00:00,123541,Christopher Maurer,Sugar Land,TX,University Branch Library,taxes_in_retirement_567,72,0.89,64,72,57,52.21,31,0,0.43,96.0,2025-03-25,13.0,89074,33.41,67963,"Kestra Investment Services, LLC","Kestra Advisory Services, LLC",Library,True,True
2023-10-03,18:00:00,DN-020409,Chad Mitchell Burton,Vancouver,WA,Clark College - Columbia Tech Center,taxes_in_retirement_567,60,0.87,52,63,57,35.56,26,2,0.41,81.35,2023-09-21,14.0,125884,33.34,66300,,EP Wealth Advisors,University/College,True,True
